u1,dist.,u2,x1,x3,diff21,diff23,diff1,diff3
-397.5522199000141,335.62510329928773,-443.3129818965929,0.00076372084318944,0.00020432197203316428,0.00076372084318944,0.00020432197203316428,0.0005314708023454709,0.00021312037519180944
561.1658509553432,134.53828612173314,-859.1781430361434,0.0011628402529571063,0.0004263193176393214,0.0009305902121131372,0.00043511772079796656,0.0003991194097676663,0.00022199734560615712
-4.251444250763292,-398.7737681983533,589.9412630297844,0.0016425188753533275,-3.3199634897547627e-06,0.0008787980321638875,-0.00020764193552291906,0.00047967862239622124,-0.0004296392811290762
-762.1796267814656,-472.64497336153755,937.9515769550022,0.0023989386541761804,-0.00056784453032776,0.0012360984012190742,-0.0009941638479670813,0.0007564197788228529,-0.0005645245668380052
-222.8809544342596,82.98069641095884,-727.4496576580949,0.002769721357857889,-0.00036857109607632576,0.0011272024825045614,-0.000365251132586571,0.00037078270368170844,0.0001992734342514342
-210.71441892131548,306.04312638096695,52.88847143115349,0.002644975456010848,-6.452047990079288e-05,0.0002460368018346675,0.000503324050426967,-0.00012474590184704095,0.0003040506161755329
-324.94884353344713,-308.7486541980842,-149.60100316664372,0.0023001776712781824,-9.868486582507565e-05,-0.0004695436865797065,0.00026988623025125014,-0.00034479778473266555,-3.416438592428277e-05
-834.8984887171163,-295.1248177776276,856.6732614241914,0.0016843210927511313,-0.00018241179814980888,-0.0009606543632597166,-0.00011789131824901601,-0.000615856578527051,-8.372693232473324e-05
-269.6044892903846,-451.4186812646496,-86.62735917975883,0.00048558910171012966,8.593213470889622e-05,-0.0018145885695680527,0.00018461700053397189,-0.0011987319910410016,0.0002683439328587051
-182.21720238175033,474.3537032461288,891.8948789347105,-0.0012677066765378385,0.0007373102359232143,-0.0029520277692889696,0.0009197220340730231,-0.0017532957782479682,0.000651378101214318
866.5293242530856,154.3996647089435,-561.2249083251468,-0.00324827350410091,0.0017885101976860887,-0.00373386260581104,0.0017025780629771924,-0.0019805668275630715,0.0010511999617628745
-416.0154688741919,-420.8881521165867,980.1304796396932,-0.004886908662492491,0.003001241537532325,-0.003619201985954653,0.002263931301609111,-0.001638635158391581,0.0012127313398462363
677.2827563655165,349.06415557361106,-770.9457539854396,-0.006299516398955954,0.004418668727576863,-0.003051242894855044,0.002630158529890774,-0.0014126077364634629,0.001417427190044538
978.4360037512934,-101.63554191296976,397.0273718126063,-0.007579943121497814,0.005934847919695009,-0.002693034459005323,0.0029336063821626844,-0.00128042672254186,0.0015161791921181464
-169.45161408407628,30.093909393920313,-337.2797170843138,-0.008030386065823436,0.007257114363912743,-0.0017308696668674817,0.00283844563633588,-0.0004504429443256217,0.0013222664442177337
394.1788504698334,-41.01149232736101,745.5260079198323,-0.008074217307261697,0.008601283751242184,-0.0004942741857638829,0.002666435831547175,-4.383124143826113e-05,0.0013441693873294412
919.8587658626358,-73.00996049608854,944.1197670903381,-0.00800393927441311,0.010140580566849385,2.6446791410325576e-05,0.0028834662029366418,7.02780328485867e-05,0.0015392968156072006
-122.02678438940495,68.67693726849767,-339.3146891814014,-0.007275433255503839,0.012514578272073832,0.0007987840517578578,0.003913294520831648,0.0007285060189092711,0.0023739977052244475
372.9684039817318,397.659660874939,40.82546000769982,-0.006147873814526561,0.015179371019758246,0.0018560654598865495,0.005038790452908861,0.0011275594409772783,0.0026647927476844135
-405.69629322537116,-218.62083032018387,-889.327453775715,-0.004896089841383931,0.01768177213022581,0.0023793434141199084,0.005167193858151979,0.00125178397314263,0.0025024011104675652
955.8440773200265,438.2622836084805,-469.2227300199079,-0.003663337086178229,0.019745339841765828,0.0024845367283483316,0.004565968822007582,0.0012327527552057015,0.0020635677115400167
386.64331321671466,-214.6544164621753,-208.34249361353474,-0.002159563646444486,0.021113875366362393,0.0027365261949394448,0.0034321032361365814,0.0015037734397337433,0.0013685355245965647
-936.426386492589,65.43494721249277,-39.04354306416846,9.83430791482321e-06,0.022127021593401634,0.0036731713940930523,0.0023816817516358058,0.002169397954359309,0.001013146227039241
-737.8448922121095,-397.46592752548906,372.1597674159494,0.001896717991011807,0.0229992389198697,0.004056281637456293,0.001885363553507307,0.0018868836830969837,0.0008722173264680659
-471.39233632334276,-13.489180105003884,-233.27068590907962,0.002937052351221567,0.024020186756946234,0.0029272180433067437,0.0018931651635446002,0.00104033436020976,0.0010209478370765343
773.8280471325032,-397.46357023702086,171.15308726036483,0.003362173888838222,0.025092053768747617,0.0014654558978264153,0.0020928148488779177,0.0004251215376166553,0.0010718670118013834
716.6987766979902,-368.9532666373307,-405.9187823453827,0.0039271569783676736,0.026113538017935485,0.0009901046271461066,0.0020933512609892513,0.0005649830895294514,0.0010214842491878678
300.4952396578835,499.6771017335513,675.5933762962562,0.005225098148740917,0.026997455973142154,0.001862924259902695,0.0019054022043945365,0.0012979411703732437,0.0008839179552066687
634.4029247018821,149.105070557481,-236.02397999703362,0.00701765671309511,0.027995077197911628,0.003090499734727436,0.0018815391799761431,0.0017925585643541924,0.0009976212247694745
96.88905077729326,-186.82935108210629,-380.13541942383824,0.009261645639931902,0.029190407631544315,0.004036547491190984,0.002192951658402161,0.002243988926836792,0.0011953304336326867
41.962844034030056,-281.8485369224901,-635.2504922634025,0.011852910695917589,0.0300546984288072,0.004835253982822479,0.002059621230895571,0.002591265055985687,0.0008642907972628844
205.88370930038712,-385.3407348758677,-416.1849512849911,0.014492665539056801,0.030387610453054815,0.0052310198991248995,0.0011972028215105,0.0026397548431392123,0.0003329120242476155
-647.3087027542725,-312.3858934896044,-184.32489400496243,0.01723266836919982,0.03017052599795126,0.005379757673282231,0.00011582756914406064,0.0027400028301430186,-0.00021708445510355487
939.2193403573918,317.5697706928887,91.16019788050833,0.01972532230434524,0.029628411780471563,0.005232656765288439,-0.0007591986725832521,0.0024926539351454204,-0.0005421142174796972
-665.8348901873272,-213.50646266772065,136.96810213755083,0.022334452619330057,0.02901448618301279,0.0051017842501302375,-0.0011560398149384685,0.002609130314984817,-0.0006139255974587712
-61.48500627730513,-291.51471115481974,144.30602365755462,0.025047808694338092,0.028488972745003442,0.005322486389992852,-0.0011394390354681205,0.0027133560750080346,-0.0005255134380093493
40.87356271626796,250.55214377173118,949.4741988661386,0.027362106426393543,0.028078022029271565,0.0050276538070634855,-0.000936464153741226,0.002314297732055451,-0.00041095071573187675
600.9693066284718,312.6783030045305,-354.6800324716721,0.02962793419075193,0.028187332175931817,0.004580125496413838,-0.0003016405690716255,0.002265827764358387,0.00010931014666025127
969.4451418704277,-10.357788690175562,932.7682888120956,0.03217381404001329,0.028566669814203534,0.004811707613619751,0.0004886477849319684,0.0025458798492613635,0.00037933763827171715
436.0136755991904,-354.0233144335083,-912.6261554839259,0.03546121796650048,0.029206949330715156,0.00583328377574855,0.0010196171547833394,0.003287403926487187,0.0006402795165116222
-148.01428448747478,95.99252559792959,-371.6768403310362,0.039404304957773695,0.029828437545302056,0.0072304909177604015,0.0012617677310985224,0.003943086991273215,0.0006214882145869002
-866.8028380424196,495.3347011286151,-607.2915395875025,0.04344045486934163,0.029778145912315562,0.00797923690284115,0.0005711965816004062,0.004036149911567935,-5.0291632986494e-05
-843.7967838461038,445.089553250814,771.2880268221483,0.046914245365029916,0.029208213934468256,0.0075099404072562215,-0.0006202236108337998,0.0034737904956882865,-0.0005699319778473058
-964.6303613607852,-31.750359110715998,-861.8987679345072,0.04947436949964701,0.02868995566312127,0.006033914630305379,-0.001088190249194293,0.002560124134617092,-0.0005182582713469872
-123.01459910019562,132.1257621256262,414.9764498779971,0.051069526525020885,0.02809612377440926,0.004155281159990969,-0.001112090160058997,0.0015951570253738764,-0.0005938318887120098
-668.8390787482385,-412.8178028300574,932.6476859835,0.0520586349900653,0.027248779448633666,0.0025842654904182916,-0.0014411762144876036,0.0009891084650444151,-0.0008473443257755939
-593.9892031631308,143.99819737636398,-79.14019096151192,0.052588719545693746,0.0270455331505542,0.0015191930206728613,-0.0010505906238550584,0.0005300845556284461,-0.00020324629807946457
-989.1495706423128,428.27191081914395,749.5299562982523,0.05242382520451098,0.02723940223297996,0.00036519021444567784,-9.377215653704613e-06,-0.0001648943411827683,0.00019386908242575995
672.7635696458581,170.66538303029378,-565.9050283074403,0.05140391803306351,0.0277387119211889,-0.001184801512630236,0.0006931787706346976,-0.0010199071714474678,0.0004993096882089376
215.7207721016381,17.06130866467315,-787.2442110268086,0.05016332524725887,0.028299976157654456,-0.00226049995725211,0.0010605739246744954,-0.0012405927858046423,0.0005612642364655578
-18.5114779260922,75.542757031149,698.3989690579757,0.049305772587257546,0.028154852453282513,-0.0020981454458059642,0.00041614053209361457,-0.000857552660001322,-0.0001451237043719432
-333.9483328347639,-14.260807435310774,-870.7029649718747,0.04848673878770133,0.02793586800850015,-0.0016765864595575386,-0.00036410814915430537,-0.0008190337995562166,-0.00021898444478236218
456.7186640225731,-459.23632800499723,-510.5577846397218,0.04743250611959027,0.02760177362136559,-0.0018732664676672783,-0.0005530788319169228,-0.0010542326681110617,-0.0003340943871345606
-932.5239403719237,-230.3073683927478,-579.8566907529204,0.046382013694986415,0.02654867952271108,-0.002104725092714914,-0.0013871884857890697,-0.0010504924246038522,-0.0010530940986545091
-441.5858157550319,6.216283069924944,254.60096276555367,0.045037265078370366,0.024922814691533898,-0.002395241041219902,-0.002678958929831693,-0.0013447486166160497,-0.0016258648311771838
-618.2391141693906,205.4966624474429,-449.24500795002984,0.04295054882776403,0.023107695423485286,-0.0034314648672223863,-0.0034409840992257953,-0.0020867162506063366,-0.0018151192680486115
-811.3898837687532,-237.23045426420143,445.3093143343283,0.04028103860778595,0.021169625943495734,-0.004756226470584414,-0.0037531887480381637,-0.0026695102199780774,-0.0019380694799895522
-280.3628515821064,-302.40526042931003,698.1693858471085,0.036846452718725664,0.019205093081247838,-0.006104096109038365,-0.0039026023422374483,-0.0034345858890602876,-0.001964532862247896
-489.61035490312435,-65.11730226231404,-690.9104371828813,0.032818994606968833,0.017788914953692454,-0.007462044000817118,-0.0033807109898032796,-0.004027458111756831,-0.0014161781275553835
-925.7093383619905,349.3256605378637,-5.56652144120573,0.028363252782771776,0.0163538259610232,-0.008483199935953888,-0.002851267120224637,-0.004455741824197057,-0.0014350889926692534
